index_id,year,quarter,year_quarter_label,period_start_date,is_pandemic_period,generative_ai_era,country_id,country_code,country_name,region,development_tier,gdp_per_capita_usd,digital_infrastructure_score,ai_policy_maturity,internet_penetration_pct,stem_graduates_per_100k,industry_id,industry_name,industry_sector,automation_susceptibility,avg_ai_investment_pct_revenue,ai_adoption_stage,global_workforce_millions,primary_ai_use_case,skill_category_id,skill_category_name,skill_category_code,ai_replaceability_score,ai_augmentation_potential,median_reskilling_duration_months,typical_education_level,global_worker_share_pct,ai_adoption_rate,productivity_impact_score,displacement_risk_index,jobs_displaced_count,jobs_created_count,reskilling_investment_usd,avg_wage_change_pct,ai_tool_usage_hours_per_week,workforce_size,data_confidence_score,net_jobs_change,job_creation_displacement_ratio,reskilling_spend_per_displaced_job
61,2022,3,2022-Q3,2022-07-01,f,f,19,ES,Spain,Europe,Developed,38799166.51,76.8,Developing,83.8,1760.0,7,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,16.81,2.3,2.68,568,321,17736.22,5.35,0.0,43405,0.955,-247,0.56514084507042253521,31.2257394366197183
62,2021,3,2021-Q3,2021-07-01,t,f,24,TH,Thailand,Asia-Pacific,Emerging,6556439.11,54.8,Established,62.2,1901.0,17,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,16.03,8.56,6.22,566,198,1262532.25,-4.03,0.0,26689,0.963,-368,0.34982332155477031802,2230.6223498233215548
63,2021,3,2021-Q3,2021-07-01,t,f,16,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,8.89,4.15,2.78,192,73,312633.47,-0.7,1.8,12639,0.929,-119,0.38020833333333333333,1628.2993229166666667
64,2021,2,2021-Q2,2021-04-01,t,f,14,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0,16,Real Estate,Finance,73.3,1.4,Exploring,56.1,Property valuation & market analysis,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,36.55,5.41,6.78,4023,929,195074.39,4.78,0.5,59467,0.899,-3094,0.23092219736515038528,48.4897812577678349
65,2022,4,2022-Q4,2022-10-01,f,t,10,AU,Australia,Asia-Pacific,Developed,32450639.81,88.5,Nascent,90.2,2139.0,13,Government & Public Sector,Public Services,54.9,2.5,Exploring,74.0,Citizen service automation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,6.01,5.67,4.85,265,112,220498.89,8.48,11.0,14030,0.83,-153,0.42264150943396226415,832.0712830188679245
66,2024,3,2024-Q3,2024-07-01,f,t,25,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0,16,Real Estate,Finance,73.3,1.4,Exploring,56.1,Property valuation & market analysis,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,12.69,5.16,1.08,874,457,146175.31,-1.76,4.3,115931,0.664,-417,0.52288329519450800915,167.2486384439359268
67,2022,3,2022-Q3,2022-07-01,f,f,16,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,29.14,4.61,4.1,1139,967,229882.53,4.17,7.9,31615,0.85,-172,0.84899034240561896400,201.8283845478489903
68,2021,1,2021-Q1,2021-01-01,t,f,30,IE,Ireland,Europe,Developed,25181304.06,70.7,Advanced,86.6,2333.0,1,Information Technology,Technology,51.8,1.62,Scaling,12.1,Predictive analytics & code generation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,40.68,6.23,3.76,5132,2809,277781.54,1.77,3.4,152107,0.439,-2323,0.54734996102883865939,54.1273460639127046
69,2021,3,2021-Q3,2021-07-01,t,f,2,GB,United Kingdom,Europe,Developed,17661249.01,79.5,Developing,84.8,1792.0,7,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,12.48,1.24,4.72,4602,3676,21923.1,-2.84,2.7,100165,0.531,-926,0.79878313776618861365,4.7638200782268579
70,2023,2,2023-Q2,2023-04-01,f,t,20,IT,Italy,Europe,Developed,16666483.59,62.1,Established,78.0,2000.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,55.26,0.0,3.5,264,207,166898.35,4.04,12.9,8813,0.948,-57,0.78409090909090909091,632.1907196969696970
71,2023,3,2023-Q3,2023-07-01,f,t,18,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,37.69,2.37,4.66,3594,1258,84039.98,4.84,0.0,115955,0.713,-2336,0.35002782415136338342,23.3834112409571508
72,2021,2,2021-Q2,2021-04-01,t,f,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,27.21,10.0,3.77,316,71,49775.09,-3.15,10.6,13940,0.732,-245,0.22468354430379746835,157.5161075949367089
73,2024,3,2024-Q3,2024-07-01,f,t,12,MX,Mexico,Latin America,Emerging,6275753.65,48.7,Developing,76.9,667.0,2,Financial Services,Finance,53.9,6.58,Exploring,61.4,Fraud detection & algorithmic trading,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,19.91,6.21,8.03,3439,2892,57904.94,,5.2,63539,0.775,-547,0.84094213434137830765,16.8377260831637104
74,2024,4,2024-Q4,2024-10-01,f,t,16,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0,8,Media & Entertainment,Consumer,52.6,3.14,Scaling,176.9,Content recommendation & generation,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,56.6,7.99,6.12,354,279,12248.36,1.39,7.8,5897,0.818,-75,0.78813559322033898305,34.5998870056497175
75,2022,4,2022-Q4,2022-10-01,f,t,14,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0,18,Pharmaceuticals,Healthcare,65.8,5.31,Mature,47.5,Drug discovery & clinical trial matching,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,33.56,5.17,0.7,102,25,152866.65,-2.62,4.1,40660,0.843,-77,0.24509803921568627451,1498.6926470588235294
76,2021,4,2021-Q4,2021-10-01,t,f,9,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,15.45,6.65,1.38,692,212,52096.22,-1.11,4.9,150096,0.835,-480,0.30635838150289017341,75.2835549132947977
77,2023,2,2023-Q2,2023-04-01,f,t,16,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0,21,Aerospace & Defence,Industrial,37.9,2.35,Scaling,14.6,Predictive maintenance & simulation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,16.05,8.02,6.94,415,210,348879.1,1.63,5.7,13061,0.628,-205,0.50602409638554216867,840.6725301204819277
78,2022,3,2022-Q3,2022-07-01,f,f,6,CN,China,Asia-Pacific,Emerging,7038473.41,58.4,Established,65.7,1306.0,17,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,30.9,6.81,5.69,644,177,11776.93,2.57,2.2,26235,0.926,-467,0.27484472049689440994,18.2871583850931677
79,2021,2,2021-Q2,2021-04-01,t,f,28,IL,Israel,Middle East,Developed,19806557.87,81.8,Developing,96.4,2798.0,11,Construction,Industrial,89.5,2.48,Piloting,38.7,Site safety monitoring & design automation,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,0.5,8.38,3.91,1985,1048,66268.15,-1.17,1.4,51433,0.884,-937,0.52795969773299748111,33.3844584382871537
80,2024,2,2024-Q2,2024-04-01,f,t,14,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0,16,Real Estate,Finance,73.3,1.4,Exploring,56.1,Property valuation & market analysis,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,39.27,9.07,4.91,5511,2533,179443.87,5.95,6.6,115329,0.917,-2978,0.45962620214117220105,32.5610361095989839
81,2021,4,2021-Q4,2021-10-01,t,f,11,KR,South Korea,Asia-Pacific,Developed,33377849.14,85.6,Developing,73.4,1640.0,4,Manufacturing,Industrial,95.0,1.8,Piloting,116.1,Predictive maintenance & robotics,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,17.81,0.98,3.82,430,373,59404.14,9.18,4.1,29870,0.814,-57,0.86744186046511627907,138.1491627906976744
82,2022,2,2022-Q2,2022-04-01,f,f,26,EG,Egypt,Middle East,Emerging,9346417.78,69.6,Advanced,50.1,780.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,0.5,6.16,4.56,307,179,24508.82,-0.09,0.0,17334,0.757,-128,0.58306188925081433225,79.8332899022801303
83,2021,4,2021-Q4,2021-10-01,t,f,14,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0,21,Aerospace & Defence,Industrial,37.9,2.35,Scaling,14.6,Predictive maintenance & simulation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,36.55,6.16,3.78,1169,848,1324795.19,2.1,2.7,66069,0.98,-321,0.72540633019674935843,1133.2721899059024808
84,2024,3,2024-Q3,2024-07-01,f,t,17,SE,Sweden,Europe,Developed,35693008.03,70.1,Established,84.4,1609.0,20,Professional Services,Professional Services,56.8,3.05,Piloting,526.2,Document automation & research synthesis,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,56.37,4.87,0.33,19,15,77273.06,-0.41,10.3,7929,0.987,-4,0.78947368421052631579,4067.0031578947368421
85,2023,2,2023-Q2,2023-04-01,f,t,15,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0,11,Construction,Industrial,89.5,2.48,Piloting,38.7,Site safety monitoring & design automation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,51.74,3.17,8.22,806,639,29456.09,8.32,5.6,11483,0.87,-167,0.79280397022332506203,36.5460173697270471
86,2022,2,2022-Q2,2022-04-01,f,f,19,ES,Spain,Europe,Developed,38799166.51,76.8,Developing,83.8,1760.0,24,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,6.75,6.6,4.99,94,81,61383.08,-4.69,0.3,5538,0.664,-13,0.86170212765957446809,653.0114893617021277
87,2021,3,2021-Q3,2021-07-01,t,f,28,IL,Israel,Middle East,Developed,19806557.87,81.8,Developing,96.4,2798.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,6.57,3.21,2.32,383,147,254900.96,-5.64,2.6,16953,0.811,-236,0.38381201044386422977,665.5377545691906005
88,2021,1,2021-Q1,2021-01-01,t,f,26,EG,Egypt,Middle East,Emerging,9346417.78,69.6,Advanced,50.1,780.0,6,Transportation & Logistics,Industrial,41.9,3.4,Piloting,36.3,Route optimisation & autonomous vehicles,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,32.4,1.07,4.89,4911,3766,39577.27,0.96,0.0,151379,0.804,-1145,0.76684992873141926288,8.0589024638566483
89,2024,2,2024-Q2,2024-04-01,f,t,14,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0,12,Telecommunications,Technology,32.9,1.74,Mature,97.4,Network optimisation & customer service bots,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,35.57,4.04,4.96,1804,1526,767657.28,-3.3,6.3,62507,0.964,-278,0.84589800443458980044,425.5306430155210643
90,2022,1,2022-Q1,2022-01-01,t,f,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,12,Telecommunications,Technology,32.9,1.74,Mature,97.4,Network optimisation & customer service bots,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,20.73,5.06,3.43,866,327,109335.71,-1.55,4.4,51321,0.899,-539,0.37759815242494226328,126.2537066974595843
91,2023,3,2023-Q3,2023-07-01,f,t,3,DE,Germany,Europe,Developed,42266884.66,87.3,Developing,88.7,2364.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,48.67,7.85,4.58,5789,2080,160746.01,6.35,2.2,141274,0.773,-3709,0.35930212471929521506,27.7674917947832095
92,2023,4,2023-Q4,2023-10-01,f,t,5,JP,Japan,Asia-Pacific,Developed,27613361.71,69.8,Established,99.5,1723.0,24,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,51.63,5.52,3.79,206,149,54224.08,4.42,1.3,6214,0.68,-57,0.72330097087378640777,263.2236893203883495
93,2024,3,2024-Q3,2024-07-01,f,t,25,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0,20,Professional Services,Professional Services,56.8,3.05,Piloting,526.2,Document automation & research synthesis,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,55.82,6.57,3.43,404,305,10019.01,4.88,7.0,27344,0.914,-99,0.75495049504950495050,24.7995297029702970
94,2021,2,2021-Q2,2021-04-01,t,f,3,DE,Germany,Europe,Developed,42266884.66,87.3,Developing,88.7,2364.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,21.14,5.5,4.76,424,375,117672.48,3.53,1.7,15702,0.647,-49,0.88443396226415094340,277.5294339622641509
95,2021,4,2021-Q4,2021-10-01,t,f,29,CH,Switzerland,Europe,Developed,35093239.12,66.1,Developing,66.7,1934.0,1,Information Technology,Technology,51.8,1.62,Scaling,12.1,Predictive analytics & code generation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,3.64,4.42,6.66,610,491,136261.6,0.86,5.6,16858,0.81,-119,0.80491803278688524590,223.3796721311475410
96,2024,3,2024-Q3,2024-07-01,f,t,7,IN,India,Asia-Pacific,Emerging,19085020.52,47.1,Developing,56.9,693.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,20.51,6.32,3.27,9465,2073,22780.52,-0.72,7.0,627518,0.341,-7392,0.21901743264659270998,2.4068166930797676
97,2021,4,2021-Q4,2021-10-01,t,f,2,GB,United Kingdom,Europe,Developed,17661249.01,79.5,Developing,84.8,1792.0,17,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,15.7,4.34,0.0,0,0,116375.32,-1.13,0.7,78369,0.735,0,,
98,2024,4,2024-Q4,2024-10-01,f,t,12,MX,Mexico,Latin America,Emerging,6275753.65,48.7,Developing,76.9,667.0,2,Financial Services,Finance,53.9,6.58,Exploring,61.4,Fraud detection & algorithmic trading,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,53.78,5.7,2.32,375,240,87716.72,1.36,5.7,19242,0.579,-135,0.64000000000000000000,233.9112533333333333
99,2024,1,2024-Q1,2024-01-01,f,t,3,DE,Germany,Europe,Developed,42266884.66,87.3,Developing,88.7,2364.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,39.56,4.72,7.15,2534,1723,36060.47,-1.1,7.6,66695,0.882,-811,0.67995264404104183110,14.2306511444356748
100,2023,2,2023-Q2,2023-04-01,f,t,4,FR,France,Europe,Developed,21084279.93,82.4,Established,78.4,2239.0,8,Media & Entertainment,Consumer,52.6,3.14,Scaling,176.9,Content recommendation & generation,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,53.39,6.76,7.62,30973,9123,21395.58,-2.0,4.3,551928,0.774,-21850,0.29454686339715235851,0.69078164853259290350
101,2022,4,2022-Q4,2022-10-01,f,t,30,IE,Ireland,Europe,Developed,25181304.06,70.7,Advanced,86.6,2333.0,6,Transportation & Logistics,Industrial,41.9,3.4,Piloting,36.3,Route optimisation & autonomous vehicles,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,77.33,4.6,4.34,216,136,145217.9,-4.56,7.2,7673,0.628,-80,0.62962962962962962963,672.3050925925925926
102,2024,3,2024-Q3,2024-07-01,f,t,21,PL,Poland,Europe,Emerging,6965571.8,67.6,Developing,58.4,1469.0,13,Government & Public Sector,Public Services,54.9,2.5,Exploring,74.0,Citizen service automation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,47.63,7.93,6.42,147,51,11431.91,1.46,7.5,5375,0.843,-96,0.34693877551020408163,77.7680952380952381
103,2024,4,2024-Q4,2024-10-01,f,t,30,IE,Ireland,Europe,Developed,25181304.06,70.7,Advanced,86.6,2333.0,4,Manufacturing,Industrial,95.0,1.8,Piloting,116.1,Predictive maintenance & robotics,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,31.8,5.42,5.08,754,551,8125.88,,6.5,25202,0.975,-203,0.73076923076923076923,10.7770291777188329
104,2022,1,2022-Q1,2022-01-01,t,f,22,ID,Indonesia,Asia-Pacific,Emerging,7463837.54,40.6,Developing,58.6,1520.0,8,Media & Entertainment,Consumer,52.6,3.14,Scaling,176.9,Content recommendation & generation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,20.38,4.58,5.53,4111,2661,6374.14,4.96,6.8,111209,0.781,-1450,0.64728776453417659937,1.5505083921187059
105,2024,4,2024-Q4,2024-10-01,f,t,8,BR,Brazil,Latin America,Emerging,12728373.53,50.6,Established,53.6,688.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,34.83,6.99,4.31,280,165,110674.83,2.49,5.6,9501,0.925,-115,0.58928571428571428571,395.2672500000000000
106,2024,2,2024-Q2,2024-04-01,f,t,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,19.66,1.42,4.27,127,53,42872.87,2.54,5.5,9490,0.913,-74,0.41732283464566929134,337.5816535433070866
107,2021,3,2021-Q3,2021-07-01,t,f,1,US,United States,North America,Developed,33586746.94,65.5,Nascent,95.5,2270.0,22,Mining & Resources,Primary,61.3,4.97,Scaling,28.3,Autonomous extraction & exploration,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,0.5,6.81,2.03,3462,2856,121103.73,0.56,,197800,0.686,-606,0.82495667244367417678,34.9808578856152513
108,2023,2,2023-Q2,2023-04-01,f,t,5,JP,Japan,Asia-Pacific,Developed,27613361.71,69.8,Established,99.5,1723.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,23.1,1.84,5.66,9939,3549,253295.25,7.9,4.9,318283,0.796,-6390,0.35707817687896166616,25.4849833987322668
109,2024,1,2024-Q1,2024-01-01,f,t,19,ES,Spain,Europe,Developed,38799166.51,76.8,Developing,83.8,1760.0,20,Professional Services,Professional Services,56.8,3.05,Piloting,526.2,Document automation & research synthesis,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,45.6,7.55,2.63,115,26,46347.74,-5.48,8.1,9280,0.861,-89,0.22608695652173913043,403.0238260869565217
110,2021,1,2021-Q1,2021-01-01,t,f,19,ES,Spain,Europe,Developed,38799166.51,76.8,Developing,83.8,1760.0,24,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,26.67,3.18,4.26,1809,1508,35790.45,3.79,4.4,43338,0.383,-301,0.83360972913211719182,19.7846600331674959
111,2021,2,2021-Q2,2021-04-01,t,f,20,IT,Italy,Europe,Developed,16666483.59,62.1,Established,78.0,2000.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,32.38,1.66,6.46,1138,999,26307.47,5.4,5.1,33991,0.83,-139,0.87785588752196836555,23.1172847100175747
112,2024,2,2024-Q2,2024-04-01,f,t,3,DE,Germany,Europe,Developed,42266884.66,87.3,Developing,88.7,2364.0,6,Transportation & Logistics,Industrial,41.9,3.4,Piloting,36.3,Route optimisation & autonomous vehicles,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,37.53,3.18,2.85,374,142,20004.45,-8.31,5.2,13877,0.831,-232,0.37967914438502673797,53.4878342245989305
113,2024,1,2024-Q1,2024-01-01,f,t,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,12,Telecommunications,Technology,32.9,1.74,Mature,97.4,Network optimisation & customer service bots,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,41.44,1.95,2.89,1210,620,20671.15,0.21,4.4,47021,0.858,-590,0.51239669421487603306,17.0835950413223140
114,2021,1,2021-Q1,2021-01-01,t,f,6,CN,China,Asia-Pacific,Emerging,7038473.41,58.4,Established,65.7,1306.0,18,Pharmaceuticals,Healthcare,65.8,5.31,Mature,47.5,Drug discovery & clinical trial matching,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,21.34,5.32,3.34,2098,830,113107.85,9.13,,94452,0.836,-1268,0.39561487130600571973,53.9122259294566254
115,2022,3,2022-Q3,2022-07-01,f,f,11,KR,South Korea,Asia-Pacific,Developed,33377849.14,85.6,Developing,73.4,1640.0,12,Telecommunications,Technology,32.9,1.74,Mature,97.4,Network optimisation & customer service bots,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,10.15,5.56,3.7,164,91,36410.69,-2.13,0.0,14140,0.816,-73,0.55487804878048780488,222.0164024390243902
116,2022,1,2022-Q1,2022-01-01,t,f,8,BR,Brazil,Latin America,Emerging,12728373.53,50.6,Established,53.6,688.0,20,Professional Services,Professional Services,56.8,3.05,Piloting,526.2,Document automation & research synthesis,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,22.25,5.32,3.14,5354,2738,173548.57,2.63,0.0,517613,0.949,-2616,0.51139335076578259245,32.4147497198356369
117,2022,4,2022-Q4,2022-10-01,f,t,16,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0,9,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,62.88,6.82,4.18,4973,2749,41840.07,4.12,8.2,244816,0.807,-2224,0.55278503921174341444,8.4134466117031973
118,2022,4,2022-Q4,2022-10-01,f,t,22,ID,Indonesia,Asia-Pacific,Emerging,7463837.54,40.6,Developing,58.6,1520.0,22,Mining & Resources,Primary,61.3,4.97,Scaling,28.3,Autonomous extraction & exploration,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,45.91,0.3,4.61,927,306,232659.08,-0.29,6.9,20461,0.749,-621,0.33009708737864077670,250.9806688241639698
119,2022,2,2022-Q2,2022-04-01,f,f,12,MX,Mexico,Latin America,Emerging,6275753.65,48.7,Developing,76.9,667.0,7,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,27.24,9.33,2.67,166,99,188584.19,1.96,0.0,6939,0.732,-67,0.59638554216867469880,1136.0493373493975904
120,2021,3,2021-Q3,2021-07-01,t,f,21,PL,Poland,Europe,Emerging,6965571.8,67.6,Developing,58.4,1469.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,26.16,4.51,0.58,81,72,926406.06,2.73,3.8,17619,0.678,-9,0.88888888888888888889,11437.111851851852
121,2022,1,2022-Q1,2022-01-01,t,f,3,DE,Germany,Europe,Developed,42266884.66,87.3,Developing,88.7,2364.0,24,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,13.21,2.69,0.24,20,7,18546.4,1.34,2.7,26532,0.58,-13,0.35000000000000000000,927.3200000000000000
122,2024,1,2024-Q1,2024-01-01,f,t,7,IN,India,Asia-Pacific,Emerging,19085020.52,47.1,Developing,56.9,693.0,6,Transportation & Logistics,Industrial,41.9,3.4,Piloting,36.3,Route optimisation & autonomous vehicles,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,52.31,7.05,4.01,431,319,127215.17,4.33,7.0,20711,0.778,-112,0.74013921113689095128,295.1628074245939675
